547, 221
907, 219
195, 222
787, 223
627, 225
67, 227
275, 228
515, 226
155, 224
107, 229
435, 230
987, 233
747, 231
995, 232
315, 236
955, 234
827, 235
75, 238
267, 237
235, 240
947, 241
307, 239
187, 243
27, 245
795, 242
115, 246
467, 247
755, 244
875, 248
507, 249
147, 251
35, 250
595, 252
387, 253
227, 255
555, 254
667, 257
675, 258
915, 256
835, 260
347, 261
395, 262
587, 263
355, 264
715, 266
707, 259
427, 265
867, 267
475, 268
907, 269
547, 271
635, 270
195, 272
515, 276
155, 274
627, 275
787, 273
107, 279
275, 278
67, 277
435, 280
747, 281
995, 282
827, 285
987, 283
267, 287
315, 286
955, 284
75, 288
307, 289
947, 291
795, 292
187, 293
755, 294
235, 290
27, 295
115, 296
467, 297
875, 298
507, 299
35, 300
147, 301
595, 302
555, 304
387, 303
227, 305
915, 306
675, 308
835, 310
667, 307
347, 311
707, 309
587, 313
355, 314
715, 316
427, 315
867, 317
395, 312
907, 319
635, 320
475, 318
547, 321
787, 323
195, 322
627, 325
515, 326
155, 324
275, 328
67, 327
435, 330
107, 329
995, 332
987, 333
827, 335
955, 334
315, 336
747, 331
267, 337
235, 340
307, 339
947, 341
795, 342
755, 344
75, 338
187, 343
115, 346
27, 345
875, 348
467, 347
595, 352
507, 349
555, 354
387, 353
227, 355
35, 350
667, 357
147, 351
915, 356
707, 359
835, 360
675, 358
587, 363
347, 361
427, 365
395, 362
355, 364
715, 366
867, 367
635, 370
475, 368
547, 371
195, 372
907, 369
787, 373
627, 375
155, 374
515, 376
107, 379
275, 378
435, 380
67, 377
747, 381
987, 383
955, 384
315, 386
995, 382
267, 387
827, 385
75, 388
235, 390
307, 389
187, 393
27, 395
795, 392
947, 391
755, 394
875, 398
507, 399
467, 397
35, 400
147, 401
115, 396
387, 403
555, 404
595, 402
667, 407
915, 406
707, 409
227, 405
675, 408
347, 411
835, 410
395, 412
427, 415
355, 414
587, 413
715, 416
867, 417
907, 419
475, 418
547, 421
195, 422
635, 420
627, 425
155, 424
787, 423
515, 426
107, 429
67, 427
747, 431
435, 430
275, 428
987, 433
995, 432
827, 435
955, 434
315, 436
267, 437
75, 438
307, 439
235, 440
947, 441
187, 443
755, 444
115, 446
795, 442
875, 448
467, 447
35, 450
507, 449
147, 451
595, 452
27, 445
555, 454
227, 455
387, 453
915, 456
835, 460
667, 457
675, 458
347, 461
707, 459
395, 462
587, 463
715, 466
355, 464
427, 465
907, 469
475, 468
635, 470
547, 471
195, 472
787, 473
155, 474
867, 467
515, 476
67, 477
627, 475
275, 478
107, 479
435, 480
995, 482
955, 484
747, 481
827, 485
987, 483
315, 486
267, 487
307, 489
75, 488
947, 491
235, 490
187, 493
795, 492
755, 494
467, 497
875, 498
27, 495
507, 499
35, 500
147, 501
115, 496
387, 503
555, 504
915, 506
595, 502
227, 505
667, 507
707, 509
835, 510
675, 508
347, 511
395, 512
427, 515
587, 513
355, 514
715, 516
475, 518
907, 519
547, 521
635, 520
787, 523
195, 522
155, 524
867, 517
627, 525
515, 526
107, 529
275, 528
67, 527
435, 530
987, 533
747, 531
955, 534
827, 535
315, 536
267, 537
75, 538
995, 532
235, 540
947, 541
307, 539
795, 542
187, 543
755, 544
115, 546
467, 547
27, 545
507, 549
875, 548
147, 551
35, 550
595, 552
387, 553
227, 555
555, 554
915, 556
675, 558
707, 559
395, 562
667, 557
587, 563
835, 560
347, 561
355, 564
867, 567
427, 565
475, 568
715, 566
907, 569
547, 571
787, 573
155, 574
195, 572
627, 575
515, 576
67, 577
275, 578
107, 579
635, 570
995, 582
747, 581
435, 580
955, 584
987, 583
827, 585
315, 586
267, 587
235, 590
75, 588
307, 589
947, 591
795, 592
187, 593
115, 596
467, 597
755, 594
875, 598
35, 600
507, 599
147, 601
595, 602
227, 605
387, 603
555, 604
27, 595
667, 607
915, 606
707, 609
675, 608
587, 613
347, 611
835, 610
395, 612
715, 616
355, 614
427, 615
867, 617
475, 618
635, 620
195, 622
907, 619
787, 623
547, 621
155, 624
627, 625
515, 626
67, 627
275, 628
747, 631
435, 630
107, 629
995, 632
955, 634
827, 635
315, 636
75, 638
987, 633
267, 637
235, 640
187, 643
307, 639
947, 641
755, 644
27, 645
115, 646
875, 648
35, 650
467, 647
507, 649
147, 651
387, 653
555, 654
595, 652
227, 655
915, 656
667, 657
675, 658
707, 659
795, 642
835, 660
587, 663
347, 661
395, 662
715, 666
427, 665
867, 667
355, 664
907, 669
475, 668
635, 670
195, 672
547, 671
787, 673
155, 674
627, 675
515, 676
67, 677
107, 679
275, 678
747, 681
435, 680
995, 682
315, 686
987, 683
955, 684
827, 685
75, 688
947, 691
267, 687
235, 690
795, 692
307, 689
187, 693
27, 695
755, 694
467, 697
507, 699
115, 696
35, 700
875, 698
387, 703
147, 701
915, 706
595, 702
227, 705
675, 708
555, 704
667, 707
707, 709
395, 712
347, 711
587, 713
355, 714
715, 716
835, 710
427, 715
475, 718
907, 719
635, 720
547, 721
195, 722
155, 724
787, 723
867, 717
67, 727
515, 726
275, 728
627, 725
747, 731
107, 729
995, 732
435, 730
955, 734
315, 736
827, 735
75, 738
987, 733
307, 739
267, 737
947, 741
795, 742
755, 744
235, 740
115, 746
187, 743
27, 745
467, 747
507, 749
875, 748
147, 751
35, 750
595, 752
555, 754
227, 755
387, 753
915, 756
835, 760
667, 757
675, 758
347, 761
707, 759
395, 762
587, 763
355, 764
427, 765
715, 766
475, 768
867, 767
635, 770
547, 771
195, 772
907, 769
627, 775
155, 774
515, 776
787, 773
67, 777
275, 778
107, 779
435, 780
747, 781
995, 782
987, 783
955, 784
315, 786
75, 788
267, 787
307, 789
235, 790
947, 791
187, 793
755, 794
827, 785
795, 792
27, 795
115, 796
467, 797
875, 798
507, 799
147, 801
595, 802
35, 800
387, 803
227, 805
555, 804
667, 807
915, 806
707, 809
675, 808
347, 811
835, 810
395, 812
587, 813
427, 815
355, 814
867, 817
715, 816
475, 818
907, 819
635, 820
547, 821
195, 822
787, 823
155, 824
515, 826
627, 825
67, 827
107, 829
435, 830
275, 828
995, 832
747, 831
987, 833
315, 836
955, 834
827, 835
75, 838
307, 839
235, 840
947, 841
795, 842
187, 843
267, 837
467, 847
27, 845
755, 844
115, 846
875, 848
507, 849
387, 853
595, 852
555, 854
147, 851
35, 850
227, 855
667, 857
835, 860
915, 856
675, 858
707, 859
395, 862
587, 863
715, 866
347, 861
427, 865
355, 864
475, 868
867, 867
547, 871
635, 870
195, 872
907, 869
155, 874
515, 876
787, 873
627, 875
67, 877
107, 879
747, 881
275, 878
435, 880
995, 882
987, 883
955, 884
827, 885
267, 887
75, 888
235, 890
307, 889
947, 891
795, 892
755, 894
187, 893
27, 895
115, 896
467, 897
875, 898
507, 899
147, 901
35, 900
387, 903
555, 904
227, 905
595, 902
915, 906
315, 886
667, 907
675, 908
347, 911
707, 909
587, 913
395, 912
835, 910
427, 915
355, 914
907, 919
715, 916
635, 920
475, 918
867, 917
195, 922
547, 921
787, 923
155, 924
515, 926
275, 928
627, 925
107, 929
67, 927
435, 930
747, 931
995, 932
955, 934
987, 933
827, 935
267, 937
315, 936
75, 938
307, 939
947, 941
235, 940
187, 943
795, 942
115, 946
27, 945
875, 948
755, 944
507, 949
35, 950
467, 947
147, 951
595, 952
387, 953
227, 955
555, 954
915, 956
675, 958
707, 959
347, 961
667, 957
395, 962
835, 960
355, 964
587, 963
715, 966
427, 965
867, 967
907, 969
547, 971
635, 970
195, 972
787, 973
627, 975
67, 977
475, 968
275, 978
515, 976
747, 981
107, 979
435, 980
155, 974
827, 985
987, 983
995, 982
315, 986
267, 987
75, 988
955, 984
235, 990
947, 991
187, 993
307, 989
27, 995
795, 992
115, 996
467, 997
507, 999
755, 994
875, 998
